,comments,sentiment
2099,সেলাই ইতিমধ্যে খুলে গেছে  এবং উপাদান  খুব খারাপ মানের ,Negative
2100,অত্যন্ত ফ্যাশনেবল ,Positive
2101,এটা  ব্যবহারের জন্য নিখুঁত।,Negative
2102,প্রত্যাশা পূরণ  হয়েছে ,Positive
2103,প্রত্যাশা পূরণ  হয়নি  ,Negative
2104,আশা করি এটা অনেকদিন টিকবে। ,Positive
2105,জিনিশ টেকসই না ,Negative
2106,পচা মাল দিয়া গেছে ,Negative
2107,আজাইরা প্রোডাক্ট ,Negative
2108,ভাল ছিল। প্যাকেজিং ও ভাল,Positive
2109,আসলে আড়ম্বরপূর্ণ,Positive
2110,যে পণ্যটি আমাকে পাঠিয়েছে তা ছবির মতো নয়!,Negative
2111,দাম তুলনায় ফ্যাব্রিক খুব খারাপ  মানের,Negative
2112, এমনকি নকশাও  না !!,Negative
2113,আমি খুবি হতাশ।,Negative
2114,খুব ভাল পণ্য,Positive
2115,চমত্কার গুণমান 👏👏👏,Positive
2116,সম্পূর্ণ সন্তুষ্ট না,Negative
2117,আমি এটা অপছন্দ করি ,Negative
2118,আরো ভাল চামড়া প্রত্যাশিত।,Negative
2119,আমি এটা কিনে খুশি,Positive
2120,আড়ম্বরপূর্ণ পণ্য ,Positive
2121,আমি এই ওয়ালেট নিয়ে খুশি!,Positive
2122,এটি একটি স্মার্ট ওয়াললেট,Positive
2123,আমি অসুখী নই,Positive
2124,এটা আমার কাছে ভাল লাগছে.,Positive
2125,উপাদান খুব ভাল। ,Positive
2126,আমি এটা বেশ পছন্দ করি.,Positive
2127,"খুব সুন্দর, আড়ম্বরপূর্ণ ওয়ালপেপার।",Positive
2128,এটা খারাপ না.,Positive
2129,এটি খুব ফ্যাশনেবল,Positive
2130,এটা সত্যিই ভাল ছিল।,Positive
2131,ভাল। সম্পূর্ণ অক্ষত।,Positive
2132,এটা সুখীভাবে ব্যবহার করছি ,Positive
2133,পণ্য  খুব খারাপ মানের।,Negative
2134,সর্বনিম্ন মূল্যে সর্বনিম্ন মানের।,Negative
2135,নিম্ন মানের,Negative
2136,বিতরণ করা ছবি দেওয়া ছবি থেকে ভিন্ন,Positive
2137,দারাজ গ্রাহকের জন্য দুঃস্বপ্ন।,Negative
2138,ভাল মানের চামড়া দিয়ে সুন্দর পণ্য,Positive
2139,খুব সুন্দর পণ্য।,Positive
2140,আমি এই সম্পর্কে সম্পূর্ণ সন্তুষ্ট।,Positive
2141,দীর্ঘ সময় অপেক্ষা সম্পূর্ণ বিরক্তিকর।,Negative
2142,চামড়া সম্পর্কে বেশ বিরক্ত।,Negative
2143,একটি ভুল পণ্য ,Negative
2144,দাম অনুযায়ী খুব ভাল পণ্য,Positive
2145,খুব সন্তুষ্ট ,Positive
2146,টাকার অনুপাতে বেশি ভালো না,Negative
2147,আমি এটা সম্পর্কে  হতাশ,Negative
2148,সত্যিই চমৎকার ওয়ালেট 👌👍😍,Positive
2149,দাম হিসেবে নিম্নমানের প্রোডাক্ট 😒,Negative
2150,এটা সম্পূর্ণ আবর্জনা।,Negative
2151,খারাপ পণ্য,Negative
2152,খুব হাই কোয়ালিটি জিনিস না,Negative
2153,সুন্দর দেখাচ্ছে,Positive
2154,"যেমন বলেছে তেমন না, আমি হতাশ ",Negative
2155,প্রোডাক্ট টা ক্লাসি,Positive
2156,নিচু মানের জিনিশ ,Negative
2157,খুব খারাপ মানের মানিব্যাগ,Negative
2158,চমৎকার মানের পণ্য।,Positive
2159,প্রডাক্টের মান দাম অনুযায়ী খুব ভালো।,Positive
2160,সবচেয়ে খারাপ অভিজ্ঞতা।,Negative
2161,সত্যিই সন্তুষ্ট .,Positive
2162,অনেক ভাল বেল্ট।,Positive
2163,খুব ভাল পণ্য .. ,Positive
2164,পণ্যের গুণমান মিশ্র লেদারের কারণে সন্তোষজনক নয়।,Negative
2165,বণিক গ্রাহককে প্রতারণা করে এমন চামড়া বলছে। ,Negative
2166,এটা কৃত্রিম চামড়া এবং  ভাল  মানের না।,Negative
2167,এটা জনগণকে বিভ্রান্ত করে,Negative
2168,যথেষ্ট ভাল প্রোডাক্ট,Positive
2169,পারফেক্ট বেল্ট,Positive
2170, বেশি ভাল নয়।,Negative
2171,এটি একটি আকর্ষণীয় বেল্ট,Positive
2172,খুব সাধারণ।,Negative
2173,যে কোন সন্দেহ ছাড়াই এই কিনতে পারেন। ,Positive
2174, কিছুই বিশেষ নয়।,Negative
2175,ওজন খুব হালকা এবং এটি খুব আরামদায়ক।,Positive
2176,এটি একটি খুব সুন্দর বেল্ট ছিল,Positive
2177,খুব ভাল মানের. মান অসামান্য।,Positive
2178,দাম অনুযায়ী সস্তা এবং সাশ্রয়ী মূল্যের,Positive
2179,আইটেমগুলি ব্যবহারযোগ্য নয়,Negative
2180,পণ্য কম বাজেটের মধ্যে ভাল।,Positive
2181,নকশা বেশ চিত্তাকর্ষক,Positive
2182,সত্যিই একটি নিখুঁত জিন্স ,Positive
2183,গায়ে দিয়ে অনেক মজা পাচ্ছি। ,Positive
2184,আমার টাকা নষ্ট। ভয়ঙ্কর  অভিজ্ঞতা ,Negative
2185,আপনাদের পণ্যটি আমার ভালো লেগেছে,Positive
2186,খুবই ভালো। ,Positive
2187,অনেক ভাল একটি প্রোডাক্ট,Positive
2188,গায়ে দিয়ে অনেক মজা পাচ্ছি। ,Positive
2189,ফালতু টি শাট ,Negative
2190,খুব খারাপ প্রোডাক্ট কোয়ালিটি,Negative
2191,"পন্য অনুযায়ী দাম অনেক বেশি,, ভাল না ",Negative
2192,দামের তুলনায় খুব খারাপ একটি পর্ণ্য।,Negative
2193,একদমই ভালো ছিল না একদম বাজে একটা জিনিস,Negative
